#|   catalogue                                                 |      R2  |    COMA1 |  COMA 2 |    ELL 1 |   ELL 2 |   TREF 1 |  TREF 2 |
| C_20240713_050042_W_52167706.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0326 | -0.0175 |  -0.0188 |  0.0023 |  -0.2345 |  0.0266 |
| C_20240713_051828_W_52167788.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0348 | -0.0168 |  -0.0218 |  0.0046 |  -0.2356 |  0.0341 |
| C_20240713_053858_W_52167802.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0290 | -0.0126 |  -0.0257 |  0.0052 |  -0.2320 |  0.0312 |
| C_20240713_053858_W_52167802.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0302 | -0.0198 |  -0.0196 | -0.0006 |  -0.2375 |  0.0314 |
| C_20240713_055644_W_52167882.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0283 | -0.0241 |  -0.0180 |  0.0067 |  -0.2414 |  0.0260 |
| C_20240713_055644_W_52167882.VIS.bin_02_01_stars2_mom.cat    |    1.972 |   0.0336 | -0.0231 |  -0.0209 |  0.0038 |  -0.2389 |  0.0255 |
| C_20240713_061430_W_52167904.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0310 | -0.0205 |  -0.0193 |  0.0054 |  -0.2347 |  0.0255 |
| C_20240713_063216_W_52167980.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0297 | -0.0179 |  -0.0241 |  0.0051 |  -0.2356 |  0.0328 |
| C_20240713_065314_W_52167A02.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0313 | -0.0182 |  -0.0232 |  0.0069 |  -0.2342 |  0.0249 |
| C_20240713_065314_W_52167A02.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0262 | -0.0134 |  -0.0195 |  0.0003 |  -0.2355 |  0.0315 |
| C_20240713_071100_W_52167A82.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0300 | -0.0149 |  -0.0212 |  0.0060 |  -0.2362 |  0.0290 |
| C_20240713_071100_W_52167A82.VIS.bin_02_01_stars2_mom.cat    |    1.974 |   0.0245 | -0.0122 |  -0.0291 | -0.0008 |  -0.2380 |  0.0330 |
| C_20240713_072846_W_52167B06.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0291 | -0.0186 |  -0.0208 |  0.0063 |  -0.2349 |  0.0282 |
| C_20240713_074632_W_52167B80.VIS.bin_01_01_stars2_mom.cat    |    1.995 |   0.0313 | -0.0187 |  -0.0257 |  0.0052 |  -0.2365 |  0.0309 |
| C_20240713_080706_W_52167C02.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0316 | -0.0175 |  -0.0242 |  0.0083 |  -0.2307 |  0.0306 |
| C_20240713_080706_W_52167C02.VIS.bin_02_01_stars2_mom.cat    |    1.963 |   0.0302 | -0.0226 |  -0.0235 |  0.0030 |  -0.2401 |  0.0229 |
| C_20240713_082452_W_52167C82.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0340 | -0.0246 |  -0.0243 |  0.0064 |  -0.2343 |  0.0278 |
| C_20240713_082452_W_52167C82.VIS.bin_02_01_stars2_mom.cat    |    1.971 |   0.0261 | -0.0159 |  -0.0250 |  0.0038 |  -0.2342 |  0.0244 |
| C_20240713_084238_W_52167D04.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0308 | -0.0224 |  -0.0164 |  0.0067 |  -0.2331 |  0.0227 |
| C_20240713_090024_W_52167D88.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0328 | -0.0236 |  -0.0241 |  0.0068 |  -0.2286 |  0.0243 |
| C_20240713_092055_W_52167E02.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0317 | -0.0188 |  -0.0198 |  0.0077 |  -0.2370 |  0.0271 |
| C_20240713_092055_W_52167E02.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0262 | -0.0131 |  -0.0215 |  0.0055 |  -0.2327 |  0.0322 |
| C_20240713_093841_W_52167E82.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0314 | -0.0208 |  -0.0242 |  0.0060 |  -0.2342 |  0.0321 |
| C_20240713_093841_W_52167E82.VIS.bin_02_01_stars2_mom.cat    |    1.948 |   0.0284 | -0.0116 |  -0.0160 | -0.0007 |  -0.2352 |  0.0324 |
| C_20240713_095627_W_52167F06.VIS.bin_01_01_stars2_mom.cat    |    1.996 |   0.0358 | -0.0181 |  -0.0241 |  0.0076 |  -0.2346 |  0.0239 |
| C_20240713_103448_W_52168002.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0350 | -0.0250 |  -0.0178 |  0.0055 |  -0.2389 |  0.0287 |
| C_20240713_103448_W_52168002.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0280 | -0.0187 |  -0.0167 |  0.0021 |  -0.2363 |  0.0277 |
| C_20240713_105234_W_52168082.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0323 | -0.0235 |  -0.0198 |  0.0078 |  -0.2360 |  0.0316 |
| C_20240713_105234_W_52168082.VIS.bin_02_01_stars2_mom.cat    |    1.934 |   0.0286 | -0.0185 |  -0.0167 |  0.0021 |  -0.2361 |  0.0334 |
| C_20240713_111020_W_52168104.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0312 | -0.0218 |  -0.0192 |  0.0058 |  -0.2344 |  0.0248 |
| C_20240713_112806_W_52168180.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0339 | -0.0196 |  -0.0173 |  0.0066 |  -0.2389 |  0.0295 |
| C_20240713_114840_W_52168202.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0299 | -0.0214 |  -0.0207 |  0.0085 |  -0.2357 |  0.0266 |
| C_20240713_114840_W_52168202.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0289 | -0.0175 |  -0.0209 | -0.0005 |  -0.2394 |  0.0244 |
| C_20240713_120626_W_52168282.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0286 | -0.0193 |  -0.0184 |  0.0070 |  -0.2339 |  0.0271 |
| C_20240713_120626_W_52168282.VIS.bin_02_01_stars2_mom.cat    |    1.953 |   0.0276 | -0.0135 |  -0.0181 |  0.0001 |  -0.2350 |  0.0282 |
| C_20240713_122412_W_52168306.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0290 | -0.0147 |  -0.0189 |  0.0043 |  -0.2399 |  0.0295 |
| C_20240713_124158_W_52168388.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0298 | -0.0146 |  -0.0170 |  0.0049 |  -0.2358 |  0.0329 |
| C_20240713_130229_W_52168402.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0304 | -0.0191 |  -0.0200 |  0.0068 |  -0.2341 |  0.0280 |
| C_20240713_130229_W_52168402.VIS.bin_02_01_stars2_mom.cat    |    1.958 |   0.0318 | -0.0222 |  -0.0147 |  0.0005 |  -0.2357 |  0.0242 |
| C_20240713_132015_W_52168482.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0322 | -0.0167 |  -0.0230 |  0.0054 |  -0.2302 |  0.0341 |
| C_20240713_132015_W_52168482.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0261 | -0.0182 |  -0.0204 |  0.0017 |  -0.2360 |  0.0196 |
| C_20240713_133801_W_52168504.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0341 | -0.0186 |  -0.0204 |  0.0036 |  -0.2358 |  0.0277 |
| C_20240713_135547_W_52168580.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0343 | -0.0212 |  -0.0210 |  0.0051 |  -0.2384 |  0.0328 |
| C_20240713_141627_W_52168602.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0351 | -0.0178 |  -0.0228 |  0.0039 |  -0.2325 |  0.0311 |
| C_20240713_143413_W_52168682.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0307 | -0.0238 |  -0.0233 |  0.0073 |  -0.2311 |  0.0325 |
| C_20240713_145159_W_52168706.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0297 | -0.0194 |  -0.0179 |  0.0056 |  -0.2333 |  0.0293 |
| C_20240713_150945_W_52168788.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0292 | -0.0179 |  -0.0197 |  0.0042 |  -0.2340 |  0.0334 |
| C_20240713_153049_W_52168802.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0315 | -0.0100 |  -0.0223 |  0.0044 |  -0.2326 |  0.0331 |
| C_20240713_153049_W_52168802.VIS.bin_02_01_stars2_mom.cat    |    1.979 |   0.0287 | -0.0224 |  -0.0270 |  0.0105 |  -0.2321 |  0.0285 |
| C_20240713_154835_W_52168882.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0315 | -0.0166 |  -0.0254 |  0.0060 |  -0.2340 |  0.0317 |
| C_20240713_154835_W_52168882.VIS.bin_02_01_stars2_mom.cat    |    1.972 |   0.0198 | -0.0183 |  -0.0201 |  0.0053 |  -0.2284 |  0.0300 |
| C_20240713_160621_W_52168904.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0353 | -0.0181 |  -0.0220 |  0.0054 |  -0.2311 |  0.0283 |
| C_20240713_162407_W_52168980.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0355 | -0.0231 |  -0.0202 |  0.0059 |  -0.2315 |  0.0271 |
| C_20240713_164510_W_52168A02.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0307 | -0.0161 |  -0.0249 |  0.0051 |  -0.2341 |  0.0282 |
| C_20240713_164510_W_52168A02.VIS.bin_02_01_stars2_mom.cat    |    1.959 |   0.0274 | -0.0218 |  -0.0177 |  0.0003 |  -0.2372 |  0.0232 |
| C_20240713_170256_W_52168A82.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0340 | -0.0152 |  -0.0208 |  0.0069 |  -0.2359 |  0.0324 |
| C_20240713_170256_W_52168A82.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0225 | -0.0188 |  -0.0292 |  0.0024 |  -0.2330 |  0.0302 |
| C_20240713_172042_W_52168B06.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0338 | -0.0186 |  -0.0209 |  0.0044 |  -0.2348 |  0.0280 |
| C_20240713_173828_W_52168B88.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0311 | -0.0177 |  -0.0228 |  0.0080 |  -0.2314 |  0.0299 |
| C_20240713_175906_W_52168C02.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0313 | -0.0207 |  -0.0198 |  0.0053 |  -0.2308 |  0.0260 |
| C_20240713_175906_W_52168C02.VIS.bin_02_01_stars2_mom.cat    |    1.963 |   0.0281 | -0.0140 |  -0.0157 |  0.0023 |  -0.2331 |  0.0297 |
| C_20240713_181652_W_52168C82.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0321 | -0.0183 |  -0.0208 |  0.0057 |  -0.2337 |  0.0306 |
| C_20240713_181652_W_52168C82.VIS.bin_02_01_stars2_mom.cat    |    1.988 |   0.0255 | -0.0136 |  -0.0284 | -0.0058 |  -0.2305 |  0.0260 |
| C_20240713_183438_W_52168D04.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0348 | -0.0141 |  -0.0175 |  0.0061 |  -0.2329 |  0.0305 |
| C_20240713_185224_W_52168D80.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0342 | -0.0189 |  -0.0197 |  0.0047 |  -0.2307 |  0.0296 |
| C_20240713_191302_W_52168E02.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0302 | -0.0156 |  -0.0186 |  0.0061 |  -0.2379 |  0.0374 |
| C_20240713_191302_W_52168E02.VIS.bin_02_01_stars2_mom.cat    |    1.981 |   0.0337 | -0.0213 |  -0.0201 |  0.0026 |  -0.2378 |  0.0307 |
| C_20240713_193048_W_52168E82.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0317 | -0.0165 |  -0.0198 |  0.0045 |  -0.2352 |  0.0271 |
| C_20240713_193048_W_52168E82.VIS.bin_02_01_stars2_mom.cat    |    1.983 |   0.0242 | -0.0170 |  -0.0285 |  0.0031 |  -0.2251 |  0.0313 |
| C_20240713_194834_W_52168F06.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0291 | -0.0189 |  -0.0221 |  0.0048 |  -0.2334 |  0.0278 |
| C_20240713_200620_W_52168F80.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0305 | -0.0153 |  -0.0180 |  0.0071 |  -0.2340 |  0.0245 |
| C_20240713_202658_W_52169002.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0304 | -0.0185 |  -0.0199 |  0.0066 |  -0.2335 |  0.0297 |
| C_20240713_202658_W_52169002.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0268 | -0.0126 |  -0.0250 |  0.0057 |  -0.2276 |  0.0240 |
| C_20240713_204444_W_52169082.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0335 | -0.0207 |  -0.0214 |  0.0049 |  -0.2358 |  0.0288 |
| C_20240713_204444_W_52169082.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0254 | -0.0201 |  -0.0307 |  0.0059 |  -0.2281 |  0.0286 |
| C_20240713_210230_W_52169104.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0324 | -0.0132 |  -0.0192 |  0.0058 |  -0.2353 |  0.0334 |
| C_20240713_214120_W_52169202.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0326 | -0.0206 |  -0.0179 |  0.0042 |  -0.2369 |  0.0255 |
| C_20240713_214120_W_52169202.VIS.bin_02_01_stars2_mom.cat    |    1.973 |   0.0271 | -0.0137 |  -0.0254 | -0.0004 |  -0.2332 |  0.0321 |
| C_20240713_215906_W_52169282.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0288 | -0.0257 |  -0.0202 |  0.0070 |  -0.2339 |  0.0296 |
| C_20240713_215906_W_52169282.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0326 | -0.0142 |  -0.0188 | -0.0020 |  -0.2319 |  0.0380 |
| C_20240713_225516_W_52169402.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0292 | -0.0132 |  -0.0208 |  0.0047 |  -0.2323 |  0.0334 |
| C_20240713_225516_W_52169402.VIS.bin_02_01_stars2_mom.cat    |    1.972 |   0.0269 | -0.0111 |  -0.0222 |  0.0013 |  -0.2356 |  0.0296 |
| C_20240713_231302_W_52169482.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0296 | -0.0189 |  -0.0216 |  0.0062 |  -0.2333 |  0.0251 |
| C_20240713_231302_W_52169482.VIS.bin_02_01_stars2_mom.cat    |    1.980 |   0.0268 | -0.0128 |  -0.0262 | -0.0019 |  -0.2302 |  0.0328 |
| C_20240713_233048_W_52169504.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0297 | -0.0167 |  -0.0181 |  0.0078 |  -0.2333 |  0.0310 |
| C_20240713_234834_W_52169580.VIS.bin_01_01_stars2_mom.cat    |    7.450 |   0.2639 | -0.2739 |  -0.0661 | -0.5701 |  -0.3034 | -0.2222 |
| C_20240714_000912_W_52169602.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0322 | -0.0228 |  -0.0199 |  0.0068 |  -0.2362 |  0.0204 |
| C_20240714_000912_W_52169602.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0295 | -0.0230 |  -0.0195 | -0.0021 |  -0.2403 |  0.0244 |
| C_20240714_002658_W_52169682.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0269 | -0.0216 |  -0.0178 |  0.0048 |  -0.2345 |  0.0247 |
| C_20240714_002658_W_52169682.VIS.bin_02_01_stars2_mom.cat    |    1.983 |   0.0292 | -0.0200 |  -0.0265 |  0.0024 |  -0.2324 |  0.0224 |
| C_20240714_004444_W_52169706.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0270 | -0.0220 |  -0.0202 |  0.0079 |  -0.2343 |  0.0311 |
| C_20240714_010230_W_52169788.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0323 | -0.0166 |  -0.0182 |  0.0044 |  -0.2386 |  0.0318 |
| C_20240714_012308_W_52169802.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0327 | -0.0136 |  -0.0241 |  0.0037 |  -0.2352 |  0.0331 |
| C_20240714_012308_W_52169802.VIS.bin_02_01_stars2_mom.cat    |    1.988 |   0.0241 | -0.0125 |  -0.0303 |  0.0088 |  -0.2263 |  0.0414 |
| C_20240714_014054_W_52169882.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0340 | -0.0133 |  -0.0211 |  0.0034 |  -0.2332 |  0.0285 |
| C_20240714_014054_W_52169882.VIS.bin_02_01_stars2_mom.cat    |    1.980 |   0.0231 | -0.0159 |  -0.0369 |  0.0099 |  -0.2259 |  0.0324 |
| C_20240714_015840_W_52169904.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0377 | -0.0187 |  -0.0207 |  0.0029 |  -0.2333 |  0.0309 |
| C_20240714_021626_W_52169980.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0331 | -0.0242 |  -0.0199 |  0.0077 |  -0.2327 |  0.0298 |
| C_20240714_023705_W_52169A02.VIS.bin_01_01_stars2_mom.cat    |    2.001 |   0.0323 | -0.0114 |  -0.0260 |  0.0092 |  -0.2374 |  0.0300 |
| C_20240714_023705_W_52169A02.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0246 | -0.0142 |  -0.0212 | -0.0009 |  -0.2376 |  0.0294 |
| C_20240714_025451_W_52169A82.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0303 | -0.0179 |  -0.0221 |  0.0050 |  -0.2352 |  0.0350 |
| C_20240714_025451_W_52169A82.VIS.bin_02_01_stars2_mom.cat    |    1.986 |   0.0289 | -0.0205 |  -0.0192 | -0.0049 |  -0.2331 |  0.0338 |
| C_20240714_031237_W_52169B06.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0300 | -0.0182 |  -0.0184 |  0.0058 |  -0.2395 |  0.0323 |
| C_20240714_033023_W_52169B88.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0347 | -0.0189 |  -0.0200 |  0.0069 |  -0.2378 |  0.0329 |
| C_20240714_035104_W_52169C02.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0284 | -0.0168 |  -0.0201 |  0.0050 |  -0.2316 |  0.0341 |
| C_20240714_035104_W_52169C02.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0310 | -0.0193 |  -0.0219 |  0.0019 |  -0.2424 |  0.0242 |
| C_20240714_040850_W_52169C82.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0317 | -0.0122 |  -0.0208 |  0.0047 |  -0.2360 |  0.0381 |
| C_20240714_040850_W_52169C82.VIS.bin_02_01_stars2_mom.cat    |    1.992 |   0.0261 | -0.0151 |  -0.0312 |  0.0019 |  -0.2345 |  0.0323 |
| C_20240714_042636_W_52169D04.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0275 | -0.0169 |  -0.0201 |  0.0061 |  -0.2340 |  0.0240 |
| C_20240714_044422_W_52169D80.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0336 | -0.0178 |  -0.0182 |  0.0053 |  -0.2377 |  0.0260 |
| C_20240714_050500_W_52169E02.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0289 | -0.0210 |  -0.0197 |  0.0065 |  -0.2332 |  0.0285 |
| C_20240714_050500_W_52169E02.VIS.bin_02_01_stars2_mom.cat    |    1.967 |   0.0256 | -0.0151 |  -0.0240 |  0.0037 |  -0.2333 |  0.0279 |
| C_20240714_052246_W_52169E82.VIS.bin_02_01_stars2_mom.cat    |    5.265 |  -0.1864 | -0.3376 |   0.0306 |  0.0876 |   0.0813 | -0.0679 |
| C_20240714_054032_W_52169F06.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0265 | -0.0206 |  -0.0227 |  0.0045 |  -0.2354 |  0.0285 |
| C_20240714_055818_W_52169F88.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0311 | -0.0184 |  -0.0234 |  0.0043 |  -0.2326 |  0.0254 |
| C_20240714_061856_W_5216A002.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0327 | -0.0158 |  -0.0220 |  0.0041 |  -0.2373 |  0.0328 |
| C_20240714_061856_W_5216A002.VIS.bin_02_01_stars2_mom.cat    |    1.975 |   0.0247 | -0.0232 |  -0.0280 |  0.0039 |  -0.2371 |  0.0289 |
| C_20240714_063642_W_5216A082.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0347 | -0.0150 |  -0.0216 |  0.0052 |  -0.2301 |  0.0265 |
| C_20240714_063642_W_5216A082.VIS.bin_02_01_stars2_mom.cat    |    1.972 |   0.0281 | -0.0267 |  -0.0188 |  0.0038 |  -0.2446 |  0.0185 |
| C_20240714_065428_W_5216A104.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0308 | -0.0156 |  -0.0222 |  0.0061 |  -0.2317 |  0.0270 |
| C_20240714_071214_W_5216A180.VIS.bin_01_01_stars2_mom.cat    |    2.023 |   0.0264 | -0.0183 |  -0.0346 | -0.0053 |  -0.2206 |  0.0377 |
| C_20240714_073254_W_5216A202.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0321 | -0.0178 |  -0.0234 |  0.0041 |  -0.2349 |  0.0273 |
| C_20240714_073254_W_5216A202.VIS.bin_02_01_stars2_mom.cat    |    1.963 |   0.0272 | -0.0151 |  -0.0206 |  0.0025 |  -0.2393 |  0.0290 |
| C_20240714_075040_W_5216A282.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0362 | -0.0261 |  -0.0208 |  0.0038 |  -0.2372 |  0.0194 |
| C_20240714_075040_W_5216A282.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0234 | -0.0230 |  -0.0185 |  0.0017 |  -0.2356 |  0.0228 |
| C_20240714_080826_W_5216A306.VIS.bin_01_01_stars2_mom.cat    |    1.997 |   0.0388 | -0.0190 |  -0.0217 |  0.0043 |  -0.2370 |  0.0275 |
| C_20240714_082612_W_5216A380.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0380 | -0.0211 |  -0.0195 |  0.0058 |  -0.2366 |  0.0315 |
| C_20240714_084650_W_5216A402.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0342 | -0.0188 |  -0.0194 |  0.0063 |  -0.2424 |  0.0209 |
| C_20240714_084650_W_5216A402.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0258 | -0.0187 |  -0.0164 |  0.0034 |  -0.2311 |  0.0248 |
| C_20240714_090436_W_5216A482.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0297 | -0.0200 |  -0.0233 |  0.0055 |  -0.2363 |  0.0281 |
| C_20240714_090436_W_5216A482.VIS.bin_02_01_stars2_mom.cat    |    1.979 |   0.0215 | -0.0215 |  -0.0173 |  0.0080 |  -0.2382 |  0.0289 |
| C_20240714_092222_W_5216A504.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0340 | -0.0175 |  -0.0188 |  0.0043 |  -0.2354 |  0.0294 |
| C_20240714_094008_W_5216A588.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0308 | -0.0135 |  -0.0199 |  0.0074 |  -0.2346 |  0.0258 |
| C_20240714_100049_W_5216A602.VIS.bin_02_01_stars2_mom.cat    |    1.969 |   0.0263 | -0.0157 |  -0.0183 |  0.0085 |  -0.2343 |  0.0265 |
| C_20240714_101835_W_5216A682.VIS.bin_01_01_stars2_mom.cat    |    1.954 |   0.0301 | -0.0108 |  -0.0154 |  0.0044 |  -0.2428 |  0.0323 |
| C_20240714_101835_W_5216A682.VIS.bin_02_01_stars2_mom.cat    |    1.953 |   0.0267 | -0.0111 |  -0.0169 | -0.0025 |  -0.2299 |  0.0271 |
| C_20240714_103621_W_5216A706.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0336 | -0.0126 |  -0.0204 |  0.0075 |  -0.2302 |  0.0363 |
| C_20240714_105407_W_5216A780.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0347 | -0.0141 |  -0.0193 |  0.0042 |  -0.2387 |  0.0384 |
| C_20240714_111445_W_5216A802.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0310 | -0.0182 |  -0.0213 |  0.0055 |  -0.2362 |  0.0249 |
| C_20240714_111445_W_5216A802.VIS.bin_02_01_stars2_mom.cat    |    1.951 |   0.0268 | -0.0144 |  -0.0204 | -0.0015 |  -0.2359 |  0.0267 |
| C_20240714_113231_W_5216A882.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0288 | -0.0157 |  -0.0202 |  0.0054 |  -0.2385 |  0.0261 |
| C_20240714_113231_W_5216A882.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0279 | -0.0119 |  -0.0202 |  0.0017 |  -0.2296 |  0.0262 |
| C_20240714_115017_W_5216A904.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0307 | -0.0192 |  -0.0185 |  0.0092 |  -0.2387 |  0.0216 |
| C_20240714_120803_W_5216A980.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0306 | -0.0182 |  -0.0173 |  0.0080 |  -0.2330 |  0.0286 |
| C_20240714_122841_W_5216AA02.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0321 | -0.0173 |  -0.0214 |  0.0065 |  -0.2335 |  0.0284 |
| C_20240714_122841_W_5216AA02.VIS.bin_02_01_stars2_mom.cat    |    2.000 |   0.0260 | -0.0173 |  -0.0261 | -0.0006 |  -0.2379 |  0.0259 |
| C_20240714_124627_W_5216AA82.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0305 | -0.0208 |  -0.0152 |  0.0049 |  -0.2343 |  0.0298 |
| C_20240714_124627_W_5216AA82.VIS.bin_02_01_stars2_mom.cat    |    1.990 |   0.0333 | -0.0173 |  -0.0272 |  0.0013 |  -0.2320 |  0.0331 |
| C_20240714_130413_W_5216AB06.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0312 | -0.0223 |  -0.0192 |  0.0059 |  -0.2351 |  0.0299 |
| C_20240714_132159_W_5216AB88.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0322 | -0.0173 |  -0.0199 |  0.0073 |  -0.2357 |  0.0286 |
| C_20240714_134239_W_5216AC02.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0310 | -0.0132 |  -0.0255 |  0.0075 |  -0.2368 |  0.0320 |
| C_20240714_134239_W_5216AC02.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0248 | -0.0144 |  -0.0219 | -0.0020 |  -0.2379 |  0.0323 |
| C_20240714_140025_W_5216AC82.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0301 | -0.0181 |  -0.0223 |  0.0089 |  -0.2401 |  0.0321 |
| C_20240714_140025_W_5216AC82.VIS.bin_02_01_stars2_mom.cat    |    2.005 |   0.0234 | -0.0183 |  -0.0426 |  0.0020 |  -0.2305 |  0.0386 |
| C_20240714_141811_W_5216AD04.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0293 | -0.0107 |  -0.0233 |  0.0058 |  -0.2404 |  0.0314 |
