image ; R2 ; e1 ; e2 ; score ; EASname 
C_20240705_032550_W_52152102.VIS.bin_02_01_  ;    1.960 ;  -0.0175 ;  -0.0012 ;    15.13 ;  EUC_LE1_VIS-02451-1-W_20240705T032550.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_034336_W_52152184.VIS.bin_01_01_  ;    1.975 ;  -0.0219 ;   0.0059 ;    15.01 ;  EUC_LE1_VIS-02451-1-W_20240705T034336.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_040122_W_52152200.VIS.bin_01_01_  ;    1.971 ;  -0.0187 ;   0.0035 ;    15.85 ;  EUC_LE1_VIS-02451-1-W_20240705T040122.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_042202_W_52152282.VIS.bin_01_01_  ;    1.967 ;  -0.0171 ;   0.0041 ;    16.58 ;  EUC_LE1_VIS-02452-1-W_20240705T042202.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_042202_W_52152282.VIS.bin_02_01_  ;    1.948 ;  -0.0172 ;  -0.0015 ;    11.20 ;  EUC_LE1_VIS-02452-1-W_20240705T042202.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_043948_W_52152302.VIS.bin_01_01_  ;    1.980 ;  -0.0222 ;   0.0069 ;    18.46 ;  EUC_LE1_VIS-02452-1-W_20240705T043948.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_043948_W_52152302.VIS.bin_02_01_  ;    1.978 ;  -0.0300 ;  -0.0053 ;    18.95 ;  EUC_LE1_VIS-02452-1-W_20240705T043948.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_045734_W_52152386.VIS.bin_01_01_  ;    1.965 ;  -0.0166 ;   0.0090 ;    23.38 ;  EUC_LE1_VIS-02452-1-W_20240705T045734.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_051520_W_52152408.VIS.bin_01_01_  ;    1.973 ;  -0.0184 ;   0.0059 ;    19.15 ;  EUC_LE1_VIS-02452-1-W_20240705T051520.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_053604_W_52152482.VIS.bin_01_01_  ;    1.978 ;  -0.0212 ;   0.0030 ;    15.61 ;  EUC_LE1_VIS-02453-1-W_20240705T053604.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_053604_W_52152482.VIS.bin_02_01_  ;    1.967 ;  -0.0281 ;  -0.0003 ;     6.33 ;  EUC_LE1_VIS-02453-1-W_20240705T053604.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_055350_W_52152502.VIS.bin_01_01_  ;    1.973 ;  -0.0172 ;   0.0025 ;    19.32 ;  EUC_LE1_VIS-02453-1-W_20240705T055350.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_055350_W_52152502.VIS.bin_02_01_  ;    1.975 ;  -0.0215 ;  -0.0008 ;    16.01 ;  EUC_LE1_VIS-02453-1-W_20240705T055350.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_061136_W_52152584.VIS.bin_01_01_  ;    1.982 ;  -0.0188 ;   0.0031 ;    21.79 ;  EUC_LE1_VIS-02453-1-W_20240705T061136.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_062922_W_52152600.VIS.bin_01_01_  ;    1.978 ;  -0.0160 ;   0.0053 ;    25.83 ;  EUC_LE1_VIS-02453-1-W_20240705T062922.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_065000_W_52152682.VIS.bin_01_01_  ;    1.990 ;  -0.0221 ;   0.0059 ;    22.82 ;  EUC_LE1_VIS-02454-1-W_20240705T065000.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_065000_W_52152682.VIS.bin_02_01_  ;    1.981 ;  -0.0224 ;   0.0022 ;    15.49 ;  EUC_LE1_VIS-02454-1-W_20240705T065000.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_070746_W_52152702.VIS.bin_01_01_  ;    1.985 ;  -0.0203 ;   0.0035 ;    21.05 ;  EUC_LE1_VIS-02454-1-W_20240705T070746.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_070746_W_52152702.VIS.bin_02_01_  ;    1.964 ;  -0.0204 ;   0.0068 ;    13.22 ;  EUC_LE1_VIS-02454-1-W_20240705T070746.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_072532_W_52152786.VIS.bin_01_01_  ;    1.988 ;  -0.0211 ;   0.0076 ;    25.84 ;  EUC_LE1_VIS-02454-1-W_20240705T072532.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_074318_W_52152808.VIS.bin_01_01_  ;    1.979 ;  -0.0178 ;   0.0059 ;    23.64 ;  EUC_LE1_VIS-02454-1-W_20240705T074318.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_080356_W_52152882.VIS.bin_01_01_  ;    1.989 ;  -0.0183 ;   0.0055 ;    28.67 ;  EUC_LE1_VIS-02455-1-W_20240705T080356.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_080356_W_52152882.VIS.bin_02_01_  ;    2.003 ;  -0.0291 ;   0.0046 ;    19.19 ;  EUC_LE1_VIS-02455-1-W_20240705T080356.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_082142_W_52152902.VIS.bin_01_01_  ;    1.992 ;  -0.0216 ;   0.0053 ;    24.25 ;  EUC_LE1_VIS-02455-1-W_20240705T082142.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_082142_W_52152902.VIS.bin_02_01_  ;    2.003 ;  -0.0253 ;  -0.0010 ;    26.47 ;  EUC_LE1_VIS-02455-1-W_20240705T082142.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_083928_W_52152984.VIS.bin_01_01_  ;    1.984 ;  -0.0194 ;   0.0082 ;    27.51 ;  EUC_LE1_VIS-02455-1-W_20240705T083928.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_085714_W_52152A00.VIS.bin_01_01_  ;    2.003 ;  -0.0226 ;   0.0060 ;    30.56 ;  EUC_LE1_VIS-02455-1-W_20240705T085714.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_091801_W_52152A82.VIS.bin_01_01_  ;    1.995 ;  -0.0234 ;   0.0071 ;    25.45 ;  EUC_LE1_VIS-02456-1-W_20240705T091801.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_091801_W_52152A82.VIS.bin_02_01_  ;    1.965 ;  -0.0224 ;   0.0057 ;     9.91 ;  EUC_LE1_VIS-02456-1-W_20240705T091801.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_093547_W_52152B02.VIS.bin_01_01_  ;    1.981 ;  -0.0188 ;   0.0061 ;    23.28 ;  EUC_LE1_VIS-02456-1-W_20240705T093547.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_093547_W_52152B02.VIS.bin_02_01_  ;    1.966 ;  -0.0259 ;   0.0002 ;     6.80 ;  EUC_LE1_VIS-02456-1-W_20240705T093547.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_095333_W_52152B86.VIS.bin_01_01_  ;    1.998 ;  -0.0226 ;   0.0061 ;    27.27 ;  EUC_LE1_VIS-02456-1-W_20240705T095333.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_101119_W_52152C08.VIS.bin_01_01_  ;    2.001 ;  -0.0255 ;   0.0063 ;    24.67 ;  EUC_LE1_VIS-02456-1-W_20240705T101119.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_103157_W_52152C82.VIS.bin_01_01_  ;    1.966 ;  -0.0172 ;   0.0055 ;    16.99 ;  EUC_LE1_VIS-02457-1-W_20240705T103157.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_103157_W_52152C82.VIS.bin_02_01_  ;    1.970 ;  -0.0244 ;   0.0032 ;     8.22 ;  EUC_LE1_VIS-02457-1-W_20240705T103157.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_104943_W_52152D02.VIS.bin_01_01_  ;    1.977 ;  -0.0209 ;   0.0061 ;    17.64 ;  EUC_LE1_VIS-02457-1-W_20240705T104943.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_104943_W_52152D02.VIS.bin_02_01_  ;    1.974 ;  -0.0165 ;  -0.0037 ;    28.93 ;  EUC_LE1_VIS-02457-1-W_20240705T104943.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_110729_W_52152D84.VIS.bin_01_01_  ;    1.970 ;  -0.0225 ;   0.0083 ;    15.96 ;  EUC_LE1_VIS-02457-1-W_20240705T110729.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_112515_W_52152E00.VIS.bin_01_01_  ;    1.975 ;  -0.0217 ;   0.0052 ;    14.53 ;  EUC_LE1_VIS-02457-1-W_20240705T112515.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_114618_W_52152E82.VIS.bin_01_01_  ;    1.988 ;  -0.0185 ;   0.0072 ;    29.90 ;  EUC_LE1_VIS-02458-1-W_20240705T114618.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_114618_W_52152E82.VIS.bin_02_01_  ;    1.977 ;  -0.0234 ;  -0.0041 ;    20.94 ;  EUC_LE1_VIS-02458-1-W_20240705T114618.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_120404_W_52152F02.VIS.bin_01_01_  ;    1.959 ;  -0.0198 ;   0.0053 ;    10.06 ;  EUC_LE1_VIS-02458-1-W_20240705T120404.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_120404_W_52152F02.VIS.bin_02_01_  ;    1.989 ;  -0.0245 ;   0.0030 ;    16.78 ;  EUC_LE1_VIS-02458-1-W_20240705T120404.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_122150_W_52152F86.VIS.bin_01_01_  ;    1.956 ;  -0.0161 ;   0.0041 ;    12.84 ;  EUC_LE1_VIS-02458-1-W_20240705T122150.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_123936_W_52153000.VIS.bin_01_01_  ;    1.974 ;  -0.0182 ;   0.0049 ;    19.03 ;  EUC_LE1_VIS-02458-1-W_20240705T123936.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_130014_W_52153082.VIS.bin_01_01_  ;    1.984 ;  -0.0208 ;   0.0050 ;    20.48 ;  EUC_LE1_VIS-02459-1-W_20240705T130014.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_130014_W_52153082.VIS.bin_02_01_  ;    1.965 ;  -0.0155 ;   0.0009 ;    18.52 ;  EUC_LE1_VIS-02459-1-W_20240705T130014.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_131800_W_52153102.VIS.bin_01_01_  ;    1.979 ;  -0.0172 ;   0.0054 ;    24.21 ;  EUC_LE1_VIS-02459-1-W_20240705T131800.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_131800_W_52153102.VIS.bin_02_01_  ;    1.982 ;  -0.0197 ;   0.0005 ;    21.12 ;  EUC_LE1_VIS-02459-1-W_20240705T131800.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_133546_W_52153184.VIS.bin_01_01_  ;    1.991 ;  -0.0159 ;   0.0083 ;    39.67 ;  EUC_LE1_VIS-02459-1-W_20240705T133546.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_135332_W_52153208.VIS.bin_01_01_  ;    1.998 ;  -0.0192 ;   0.0050 ;    32.73 ;  EUC_LE1_VIS-02459-1-W_20240705T135332.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_141411_W_52153282.VIS.bin_01_01_  ;    1.979 ;  -0.0210 ;   0.0059 ;    18.30 ;  EUC_LE1_VIS-02460-1-W_20240705T141411.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_141411_W_52153282.VIS.bin_02_01_  ;    1.988 ;  -0.0235 ;   0.0040 ;    17.92 ;  EUC_LE1_VIS-02460-1-W_20240705T141411.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_143157_W_52153302.VIS.bin_01_01_  ;    1.994 ;  -0.0232 ;   0.0083 ;    27.39 ;  EUC_LE1_VIS-02460-1-W_20240705T143157.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_143157_W_52153302.VIS.bin_02_01_  ;    1.976 ;  -0.0289 ;   0.0061 ;     8.95 ;  EUC_LE1_VIS-02460-1-W_20240705T143157.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_144943_W_52153386.VIS.bin_01_01_  ;    1.970 ;  -0.0191 ;   0.0039 ;    14.88 ;  EUC_LE1_VIS-02460-1-W_20240705T144943.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_150729_W_52153400.VIS.bin_01_01_  ;    4.802 ;  -0.2074 ;  -0.2745 ; 40073.68 ;  EUC_LE1_VIS-02460-1-W_20240705T150729.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_152807_W_52153482.VIS.bin_01_01_  ;    1.992 ;  -0.0205 ;   0.0041 ;    25.34 ;  EUC_LE1_VIS-02461-1-W_20240705T152807.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_152807_W_52153482.VIS.bin_02_01_  ;    1.961 ;  -0.0205 ;   0.0049 ;     9.67 ;  EUC_LE1_VIS-02461-1-W_20240705T152807.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_154553_W_52153502.VIS.bin_01_01_  ;    1.992 ;  -0.0228 ;   0.0070 ;    24.42 ;  EUC_LE1_VIS-02461-1-W_20240705T154553.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_154553_W_52153502.VIS.bin_02_01_  ;    1.959 ;  -0.0207 ;   0.0038 ;     8.03 ;  EUC_LE1_VIS-02461-1-W_20240705T154553.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_160339_W_52153584.VIS.bin_01_01_  ;    1.976 ;  -0.0170 ;   0.0064 ;    23.95 ;  EUC_LE1_VIS-02461-1-W_20240705T160339.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_162125_W_52153600.VIS.bin_01_01_  ;    1.983 ;  -0.0196 ;   0.0065 ;    23.61 ;  EUC_LE1_VIS-02461-1-W_20240705T162125.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_164157_W_52153682.VIS.bin_01_01_  ;    1.980 ;  -0.0210 ;   0.0069 ;    20.21 ;  EUC_LE1_VIS-02462-1-W_20240705T164157.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_164157_W_52153682.VIS.bin_02_01_  ;    1.959 ;  -0.0201 ;   0.0006 ;     9.33 ;  EUC_LE1_VIS-02462-1-W_20240705T164157.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_165943_W_52153702.VIS.bin_01_01_  ;    2.005 ;  -0.0298 ;   0.0078 ;    23.64 ;  EUC_LE1_VIS-02462-1-W_20240705T165943.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_165943_W_52153702.VIS.bin_02_01_  ;    1.968 ;  -0.0220 ;   0.0091 ;    17.49 ;  EUC_LE1_VIS-02462-1-W_20240705T165943.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_171729_W_52153786.VIS.bin_01_01_  ;    1.984 ;  -0.0192 ;   0.0056 ;    23.81 ;  EUC_LE1_VIS-02462-1-W_20240705T171729.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_173515_W_52153808.VIS.bin_01_01_  ;    1.974 ;  -0.0178 ;   0.0058 ;    20.60 ;  EUC_LE1_VIS-02462-1-W_20240705T173515.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_175546_W_52153882.VIS.bin_01_01_  ;    1.987 ;  -0.0204 ;   0.0045 ;    22.57 ;  EUC_LE1_VIS-02463-1-W_20240705T175546.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_175546_W_52153882.VIS.bin_02_01_  ;    1.981 ;  -0.0237 ;   0.0037 ;    13.88 ;  EUC_LE1_VIS-02463-1-W_20240705T175546.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_181332_W_52153902.VIS.bin_01_01_  ;    1.988 ;  -0.0204 ;   0.0086 ;    29.06 ;  EUC_LE1_VIS-02463-1-W_20240705T181332.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_181332_W_52153902.VIS.bin_02_01_  ;    1.961 ;  -0.0200 ;   0.0026 ;     9.38 ;  EUC_LE1_VIS-02463-1-W_20240705T181332.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_183118_W_52153984.VIS.bin_01_01_  ;    1.980 ;  -0.0195 ;   0.0065 ;    22.02 ;  EUC_LE1_VIS-02463-1-W_20240705T183118.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_184904_W_52153A00.VIS.bin_01_01_  ;    1.990 ;  -0.0198 ;   0.0040 ;    25.28 ;  EUC_LE1_VIS-02463-1-W_20240705T184904.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_190938_W_52153A82.VIS.bin_01_01_  ;    1.982 ;  -0.0218 ;   0.0054 ;    18.16 ;  EUC_LE1_VIS-02464-1-W_20240705T190938.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_190938_W_52153A82.VIS.bin_02_01_  ;    1.961 ;  -0.0189 ;  -0.0024 ;    15.69 ;  EUC_LE1_VIS-02464-1-W_20240705T190938.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_192724_W_52153B02.VIS.bin_01_01_  ;    1.976 ;  -0.0183 ;   0.0081 ;    24.51 ;  EUC_LE1_VIS-02464-1-W_20240705T192724.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_192724_W_52153B02.VIS.bin_02_01_  ;    1.995 ;  -0.0214 ;   0.0005 ;    26.25 ;  EUC_LE1_VIS-02464-1-W_20240705T192724.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_194510_W_52153B86.VIS.bin_01_01_  ;    1.991 ;  -0.0173 ;   0.0134 ;    52.07 ;  EUC_LE1_VIS-02464-1-W_20240705T194510.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_200256_W_52153C08.VIS.bin_01_01_  ;    1.975 ;  -0.0213 ;   0.0034 ;    14.02 ;  EUC_LE1_VIS-02464-1-W_20240705T200256.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_202326_W_52153C82.VIS.bin_01_01_  ;    1.979 ;  -0.0206 ;   0.0061 ;    19.15 ;  EUC_LE1_VIS-02465-1-W_20240705T202326.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_202326_W_52153C82.VIS.bin_02_01_  ;    1.965 ;  -0.0172 ;   0.0039 ;    15.30 ;  EUC_LE1_VIS-02465-1-W_20240705T202326.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_204112_W_52153D02.VIS.bin_01_01_  ;    1.988 ;  -0.0203 ;   0.0058 ;    24.55 ;  EUC_LE1_VIS-02465-1-W_20240705T204112.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_204112_W_52153D02.VIS.bin_02_01_  ;    1.990 ;  -0.0331 ;   0.0069 ;    12.54 ;  EUC_LE1_VIS-02465-1-W_20240705T204112.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_205858_W_52153D84.VIS.bin_01_01_  ;    1.992 ;  -0.0228 ;   0.0070 ;    24.42 ;  EUC_LE1_VIS-02465-1-W_20240705T205858.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_211644_W_52153E00.VIS.bin_01_01_  ;    1.992 ;  -0.0192 ;   0.0081 ;    32.89 ;  EUC_LE1_VIS-02465-1-W_20240705T211644.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_213719_W_52153E82.VIS.bin_01_01_  ;    1.990 ;  -0.0233 ;   0.0120 ;    35.15 ;  EUC_LE1_VIS-02466-1-W_20240705T213719.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_213719_W_52153E82.VIS.bin_02_01_  ;    1.947 ;  -0.0163 ;   0.0046 ;     9.24 ;  EUC_LE1_VIS-02466-1-W_20240705T213719.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_215505_W_52153F02.VIS.bin_01_01_  ;    1.977 ;  -0.0232 ;   0.0039 ;    12.68 ;  EUC_LE1_VIS-02466-1-W_20240705T215505.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_215505_W_52153F02.VIS.bin_02_01_  ;    1.967 ;  -0.0200 ;   0.0059 ;    13.81 ;  EUC_LE1_VIS-02466-1-W_20240705T215505.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_221251_W_52153F86.VIS.bin_01_01_  ;    1.980 ;  -0.0185 ;   0.0049 ;    21.97 ;  EUC_LE1_VIS-02466-1-W_20240705T221251.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_223037_W_52154008.VIS.bin_01_01_  ;    1.979 ;  -0.0223 ;   0.0088 ;    21.46 ;  EUC_LE1_VIS-02466-1-W_20240705T223037.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_225112_W_52154082.VIS.bin_01_01_  ;    1.977 ;  -0.0195 ;   0.0046 ;    18.32 ;  EUC_LE1_VIS-02467-1-W_20240705T225112.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_225112_W_52154082.VIS.bin_02_01_  ;    1.955 ;  -0.0137 ;   0.0019 ;    16.00 ;  EUC_LE1_VIS-02467-1-W_20240705T225112.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_230858_W_52154102.VIS.bin_01_01_  ;    1.981 ;  -0.0176 ;   0.0081 ;    28.77 ;  EUC_LE1_VIS-02467-1-W_20240705T230858.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_230858_W_52154102.VIS.bin_02_01_  ;    1.983 ;  -0.0228 ;  -0.0021 ;    20.30 ;  EUC_LE1_VIS-02467-1-W_20240705T230858.000000Z_02_01_01.00_EUCLIDSOC
C_20240705_232644_W_52154184.VIS.bin_01_01_  ;    1.984 ;  -0.0203 ;   0.0037 ;    20.52 ;  EUC_LE1_VIS-02467-1-W_20240705T232644.000000Z_01_01_01.00_EUCLIDSOC
C_20240705_234430_W_52154200.VIS.bin_01_01_  ;    1.978 ;  -0.0190 ;   0.0039 ;    19.31 ;  EUC_LE1_VIS-02467-1-W_20240705T234430.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_000529_W_52154282.VIS.bin_01_01_  ;    1.977 ;  -0.0206 ;   0.0055 ;    17.39 ;  EUC_LE1_VIS-02468-1-W_20240706T000529.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_000529_W_52154282.VIS.bin_02_01_  ;    1.977 ;  -0.0244 ;   0.0014 ;    11.36 ;  EUC_LE1_VIS-02468-1-W_20240706T000529.000000Z_02_01_01.00_EUCLIDSOC
C_20240706_002315_W_52154302.VIS.bin_01_01_  ;    1.978 ;  -0.0193 ;   0.0043 ;    19.01 ;  EUC_LE1_VIS-02468-1-W_20240706T002315.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_002315_W_52154302.VIS.bin_02_01_  ;    1.977 ;  -0.0192 ;   0.0019 ;    18.29 ;  EUC_LE1_VIS-02468-1-W_20240706T002315.000000Z_02_01_01.00_EUCLIDSOC
C_20240706_004101_W_52154386.VIS.bin_01_01_  ;    1.974 ;  -0.0183 ;   0.0059 ;    19.87 ;  EUC_LE1_VIS-02468-1-W_20240706T004101.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_005847_W_52154400.VIS.bin_01_01_  ;    1.990 ;  -0.0215 ;   0.0061 ;    24.07 ;  EUC_LE1_VIS-02468-1-W_20240706T005847.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_011917_W_52154482.VIS.bin_01_01_  ;    1.977 ;  -0.0175 ;   0.0056 ;    22.64 ;  EUC_LE1_VIS-02469-1-W_20240706T011917.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_011917_W_52154482.VIS.bin_02_01_  ;    2.063 ;  -0.0683 ;   0.0135 ;    69.02 ;  EUC_LE1_VIS-02469-1-W_20240706T011917.000000Z_02_01_01.00_EUCLIDSOC
C_20240706_013703_W_52154502.VIS.bin_01_01_  ;    1.977 ;  -0.0177 ;   0.0040 ;    21.04 ;  EUC_LE1_VIS-02469-1-W_20240706T013703.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_013703_W_52154502.VIS.bin_02_01_  ;    1.973 ;  -0.0259 ;   0.0033 ;     8.02 ;  EUC_LE1_VIS-02469-1-W_20240706T013703.000000Z_02_01_01.00_EUCLIDSOC
C_20240706_015449_W_52154584.VIS.bin_01_01_  ;    1.991 ;  -0.0238 ;   0.0059 ;    20.76 ;  EUC_LE1_VIS-02469-1-W_20240706T015449.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_021235_W_52154608.VIS.bin_01_01_  ;    1.983 ;  -0.0201 ;   0.0068 ;    23.19 ;  EUC_LE1_VIS-02469-1-W_20240706T021235.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_023307_W_52154682.VIS.bin_01_01_  ;    1.972 ;  -0.0196 ;   0.0143 ;    39.97 ;  EUC_LE1_VIS-02470-1-W_20240706T023307.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_023307_W_52154682.VIS.bin_02_01_  ;    2.021 ;  -0.0227 ;   0.0003 ;    43.54 ;  EUC_LE1_VIS-02470-1-W_20240706T023307.000000Z_02_01_01.00_EUCLIDSOC
C_20240706_025053_W_52154702.VIS.bin_01_01_  ;    1.962 ;  -0.0165 ;   0.0072 ;    18.42 ;  EUC_LE1_VIS-02470-1-W_20240706T025053.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_025053_W_52154702.VIS.bin_02_01_  ;    2.007 ;  -0.0217 ;   0.0009 ;    33.90 ;  EUC_LE1_VIS-02470-1-W_20240706T025053.000000Z_02_01_01.00_EUCLIDSOC
C_20240706_030839_W_52154786.VIS.bin_01_01_  ;    1.984 ;  -0.0210 ;   0.0071 ;    22.76 ;  EUC_LE1_VIS-02470-1-W_20240706T030839.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_032625_W_52154800.VIS.bin_01_01_  ;    1.968 ;  -0.0158 ;   0.0033 ;    19.05 ;  EUC_LE1_VIS-02470-1-W_20240706T032625.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_060749_C_56154A00.VIS.bin_01_01_  ;    1.958 ;  -0.0182 ;   0.0049 ;    11.29 ;  EUC_LE1_VIS-02472-1-C_20240706T060749.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_061719_C_56154A80.VIS.bin_01_01_  ;    1.964 ;  -0.0185 ;   0.0066 ;    15.43 ;  EUC_LE1_VIS-02472-1-C_20240706T061719.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_062404_C_56154B00.VIS.bin_01_01_  ;    1.966 ;  -0.0210 ;   0.0023 ;    10.26 ;  EUC_LE1_VIS-02472-1-C_20240706T062404.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_063049_C_56154B80.VIS.bin_01_01_  ;    1.972 ;  -0.0224 ;   0.0044 ;    11.65 ;  EUC_LE1_VIS-02472-1-C_20240706T063049.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_063734_C_56154C00.VIS.bin_01_01_  ;    1.974 ;  -0.0222 ;   0.0083 ;    18.08 ;  EUC_LE1_VIS-02472-1-C_20240706T063734.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_064419_C_56154C80.VIS.bin_01_01_  ;    1.968 ;  -0.0230 ;   0.0013 ;     9.18 ;  EUC_LE1_VIS-02472-1-C_20240706T064419.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_065104_C_56154D00.VIS.bin_01_01_  ;    1.963 ;  -0.0181 ;   0.0064 ;    15.25 ;  EUC_LE1_VIS-02472-1-C_20240706T065104.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_065749_C_56154D80.VIS.bin_01_01_  ;    1.964 ;  -0.0220 ;   0.0060 ;    10.30 ;  EUC_LE1_VIS-02472-1-C_20240706T065749.000000Z_01_01_01.00_EUCLIDSOC
C_20240706_070434_C_56154E00.VIS.bin_01_01_  ;    1.985 ;  -0.0320 ;   0.0023 ;     8.14 ;  EUC_LE1_VIS-02472-1-C_20240706T070434.000000Z_01_01_01.00_EUCLIDSOC
