image , R2 , e1 , e2 , score 
C_20240708_203527_W_5215CD80.VIS.bin_01_01_  ,    1.982 ,  -0.0247 ,   0.0033 ,    13.03
C_20240708_205606_W_5215CE02.VIS.bin_01_01_  ,    1.963 ,  -0.0194 ,   0.0050 ,    11.92
C_20240708_205606_W_5215CE02.VIS.bin_02_01_  ,    1.973 ,  -0.0130 ,   0.0088 ,    34.55
C_20240708_211352_W_5215CE82.VIS.bin_01_01_  ,    1.975 ,  -0.0213 ,   0.0049 ,    14.82
C_20240708_211352_W_5215CE82.VIS.bin_02_01_  ,    1.965 ,  -0.0177 ,   0.0012 ,    14.71
C_20240708_213138_W_5215CF06.VIS.bin_01_01_  ,    1.966 ,  -0.0210 ,   0.0054 ,    11.56
C_20240708_214924_W_5215CF88.VIS.bin_01_01_  ,    1.979 ,  -0.0233 ,   0.0063 ,    15.63
C_20240708_221007_W_5215D002.VIS.bin_01_01_  ,    1.973 ,  -0.0248 ,   0.0032 ,     9.00
C_20240708_221007_W_5215D002.VIS.bin_02_01_  ,    1.964 ,  -0.0195 ,   0.0060 ,    13.26
C_20240708_222753_W_5215D082.VIS.bin_01_01_  ,    1.969 ,  -0.0208 ,   0.0061 ,    13.90
C_20240708_222753_W_5215D082.VIS.bin_02_01_  ,    2.000 ,  -0.0399 ,   0.0047 ,    11.55
C_20240708_224539_W_5215D104.VIS.bin_01_01_  ,    1.987 ,  -0.0264 ,   0.0053 ,    14.63
C_20240708_230325_W_5215D180.VIS.bin_01_01_  ,    1.977 ,  -0.0205 ,   0.0037 ,    16.28
C_20240708_232403_W_5215D202.VIS.bin_01_01_  ,    1.983 ,  -0.0224 ,   0.0059 ,    18.37
C_20240708_232403_W_5215D202.VIS.bin_02_01_  ,    1.968 ,  -0.0203 ,   0.0047 ,    12.71
C_20240708_234149_W_5215D282.VIS.bin_01_01_  ,    1.975 ,  -0.0183 ,   0.0054 ,    19.87
C_20240708_234149_W_5215D282.VIS.bin_02_01_  ,    1.979 ,  -0.0258 ,   0.0017 ,    10.62
C_20240708_235935_W_5215D306.VIS.bin_01_01_  ,    1.966 ,  -0.0191 ,   0.0054 ,    14.03
C_20240709_001721_W_5215D388.VIS.bin_01_01_  ,    1.965 ,  -0.0177 ,   0.0040 ,    14.57
C_20240709_003759_W_5215D402.VIS.bin_01_01_  ,    1.978 ,  -0.0214 ,   0.0045 ,    15.89
C_20240709_003759_W_5215D402.VIS.bin_02_01_  ,    1.975 ,  -0.0233 ,  -0.0001 ,    12.90
C_20240709_005545_W_5215D482.VIS.bin_01_01_  ,    1.968 ,  -0.0178 ,   0.0070 ,    19.03
C_20240709_005545_W_5215D482.VIS.bin_02_01_  ,    1.976 ,  -0.0217 ,  -0.0002 ,    15.49
C_20240709_011331_W_5215D504.VIS.bin_01_01_  ,    1.972 ,  -0.0170 ,   0.0060 ,    21.10
C_20240709_013117_W_5215D580.VIS.bin_01_01_  ,    1.977 ,  -0.0186 ,   0.0069 ,    22.42
C_20240709_015156_W_5215D602.VIS.bin_01_01_  ,    1.982 ,  -0.0243 ,   0.0071 ,    17.02
C_20240709_015156_W_5215D602.VIS.bin_02_01_  ,    1.966 ,  -0.0230 ,   0.0005 ,     8.97
C_20240709_020942_W_5215D682.VIS.bin_01_01_  ,    1.974 ,  -0.0172 ,   0.0077 ,    24.51
C_20240709_020942_W_5215D682.VIS.bin_02_01_  ,    1.950 ,  -0.0168 ,   0.0055 ,    10.49
C_20240709_022728_W_5215D706.VIS.bin_01_01_  ,    1.986 ,  -0.0203 ,   0.0075 ,    25.81
C_20240709_024514_W_5215D788.VIS.bin_01_01_  ,    1.992 ,  -0.0230 ,   0.0063 ,    23.08
C_20240709_030553_W_5215D802.VIS.bin_01_01_  ,    1.979 ,  -0.0211 ,   0.0039 ,    16.52
C_20240709_030553_W_5215D802.VIS.bin_02_01_  ,    1.961 ,  -0.0244 ,   0.0000 ,     6.55
C_20240709_032339_W_5215D882.VIS.bin_01_01_  ,    1.993 ,  -0.0218 ,   0.0048 ,    24.11
C_20240709_032339_W_5215D882.VIS.bin_02_01_  ,    1.970 ,  -0.0199 ,  -0.0003 ,    15.19
C_20240709_034125_W_5215D904.VIS.bin_01_01_  ,    1.982 ,  -0.0177 ,   0.0060 ,    25.81
C_20240709_035911_W_5215D980.VIS.bin_01_01_  ,    1.978 ,  -0.0188 ,   0.0068 ,    22.49
C_20240709_041954_W_5215DA02.VIS.bin_01_01_  ,    1.977 ,  -0.0213 ,   0.0052 ,    16.08
C_20240709_041954_W_5215DA02.VIS.bin_02_01_  ,    1.957 ,  -0.0155 ,   0.0023 ,    13.90
C_20240709_043740_W_5215DA82.VIS.bin_01_01_  ,    1.979 ,  -0.0213 ,   0.0058 ,    17.73
C_20240709_043740_W_5215DA82.VIS.bin_02_01_  ,    1.962 ,  -0.0196 ,   0.0016 ,    10.51
C_20240709_045526_W_5215DB06.VIS.bin_01_01_  ,    1.969 ,  -0.0198 ,   0.0042 ,    13.53
C_20240709_051312_W_5215DB80.VIS.bin_01_01_  ,    1.977 ,  -0.0193 ,   0.0032 ,    18.03
C_20240709_053357_W_5215DC02.VIS.bin_01_01_  ,    1.988 ,  -0.0202 ,   0.0068 ,    26.06
C_20240709_053357_W_5215DC02.VIS.bin_02_01_  ,    1.961 ,  -0.0149 ,  -0.0067 ,    33.52
C_20240709_055143_W_5215DC82.VIS.bin_01_01_  ,    1.984 ,  -0.0217 ,   0.0042 ,    18.49
C_20240709_055143_W_5215DC82.VIS.bin_02_01_  ,    1.955 ,  -0.0223 ,   0.0053 ,     6.22
C_20240709_060929_W_5215DD04.VIS.bin_01_01_  ,    1.986 ,  -0.0212 ,   0.0069 ,    23.28
C_20240709_062715_W_5215DD88.VIS.bin_01_01_  ,    1.984 ,  -0.0203 ,   0.0065 ,    23.01
C_20240709_064753_W_5215DE02.VIS.bin_01_01_  ,    1.992 ,  -0.0278 ,   0.0065 ,    16.93
C_20240709_064753_W_5215DE02.VIS.bin_02_01_  ,    1.946 ,  -0.0178 ,   0.0070 ,     9.90
C_20240709_070539_W_5215DE82.VIS.bin_01_01_  ,    1.997 ,  -0.0253 ,   0.0070 ,    23.57
C_20240709_070539_W_5215DE82.VIS.bin_02_01_  ,    1.947 ,  -0.0204 ,   0.0012 ,     4.74
C_20240709_072325_W_5215DF06.VIS.bin_01_01_  ,    1.993 ,  -0.0262 ,   0.0067 ,    19.63
C_20240709_074111_W_5215DF80.VIS.bin_01_01_  ,    1.985 ,  -0.0188 ,   0.0070 ,    27.04
C_20240709_080153_W_5215E002.VIS.bin_01_01_  ,    1.968 ,  -0.0202 ,   0.0044 ,    12.63
C_20240709_080153_W_5215E002.VIS.bin_02_01_  ,    1.964 ,  -0.0188 ,  -0.0034 ,    19.26
C_20240709_081939_W_5215E082.VIS.bin_01_01_  ,    1.988 ,  -0.0204 ,   0.0055 ,    24.04
C_20240709_081939_W_5215E082.VIS.bin_02_01_  ,    1.955 ,  -0.0180 ,  -0.0006 ,    11.54
C_20240709_083725_W_5215E104.VIS.bin_01_01_  ,    1.978 ,  -0.0181 ,   0.0062 ,    22.87
C_20240709_085511_W_5215E180.VIS.bin_01_01_  ,    1.977 ,  -0.0195 ,   0.0066 ,    20.47
C_20240709_091550_W_5215E202.VIS.bin_01_01_  ,    1.985 ,  -0.0178 ,   0.0058 ,    27.31
C_20240709_091550_W_5215E202.VIS.bin_02_01_  ,    1.964 ,  -0.0186 ,  -0.0029 ,    18.43
C_20240709_093336_W_5215E282.VIS.bin_01_01_  ,    1.975 ,  -0.0189 ,   0.0075 ,    21.81
C_20240709_093336_W_5215E282.VIS.bin_02_01_  ,    1.953 ,  -0.0203 ,   0.0000 ,     7.56
C_20240709_095122_W_5215E306.VIS.bin_01_01_  ,    1.968 ,  -0.0205 ,   0.0058 ,    13.48
C_20240709_100908_W_5215E388.VIS.bin_01_01_  ,    1.997 ,  -0.0289 ,   0.0054 ,    16.91
C_20240709_102946_W_5215E402.VIS.bin_01_01_  ,    1.982 ,  -0.0206 ,   0.0063 ,    21.08
C_20240709_102946_W_5215E402.VIS.bin_02_01_  ,    1.996 ,  -0.0312 ,   0.0026 ,    12.92
C_20240709_104732_W_5215E482.VIS.bin_01_01_  ,    1.981 ,  -0.0230 ,   0.0079 ,    19.62
C_20240709_104732_W_5215E482.VIS.bin_02_01_  ,    1.976 ,  -0.0234 ,   0.0050 ,    12.69
C_20240709_110518_W_5215E504.VIS.bin_01_01_  ,    1.977 ,  -0.0187 ,   0.0055 ,    20.43
C_20240709_112304_W_5215E580.VIS.bin_01_01_  ,    1.972 ,  -0.0199 ,   0.0062 ,    16.69
C_20240709_114343_W_5215E602.VIS.bin_01_01_  ,    1.987 ,  -0.0249 ,   0.0070 ,    18.60
C_20240709_114343_W_5215E602.VIS.bin_02_01_  ,    1.961 ,  -0.0233 ,   0.0053 ,     7.25
C_20240709_120129_W_5215E682.VIS.bin_01_01_  ,    1.985 ,  -0.0233 ,   0.0077 ,    20.90
C_20240709_120129_W_5215E682.VIS.bin_02_01_  ,    1.949 ,  -0.0185 ,   0.0021 ,     6.78
C_20240709_121915_W_5215E706.VIS.bin_01_01_  ,    1.979 ,  -0.0203 ,   0.0038 ,    17.71
C_20240709_123701_W_5215E788.VIS.bin_01_01_  ,    1.980 ,  -0.0215 ,   0.0064 ,    18.73
C_20240709_125739_W_5215E802.VIS.bin_01_01_  ,    1.989 ,  -0.0204 ,   0.0068 ,    26.34
C_20240709_125739_W_5215E802.VIS.bin_02_01_  ,    1.990 ,  -0.0290 ,   0.0072 ,    15.88
C_20240709_131525_W_5215E882.VIS.bin_01_01_  ,    1.998 ,  -0.0198 ,   0.0075 ,    34.77
C_20240709_131525_W_5215E882.VIS.bin_02_01_  ,    1.984 ,  -0.0251 ,  -0.0050 ,    24.67
C_20240709_133311_W_5215E904.VIS.bin_01_01_  ,    1.994 ,  -0.0205 ,   0.0041 ,    26.67
C_20240709_135057_W_5215E980.VIS.bin_01_01_  ,    1.984 ,  -0.0199 ,   0.0060 ,    23.03
C_20240709_141139_W_5215EA02.VIS.bin_01_01_  ,    1.983 ,  -0.0225 ,   0.0064 ,    18.87
C_20240709_141139_W_5215EA02.VIS.bin_02_01_  ,    1.973 ,  -0.0222 ,   0.0018 ,    11.98
C_20240709_142925_W_5215EA82.VIS.bin_01_01_  ,    1.991 ,  -0.0257 ,   0.0072 ,    19.99
C_20240709_142925_W_5215EA82.VIS.bin_02_01_  ,    2.000 ,  -0.0257 ,   0.0049 ,    22.25
C_20240709_144711_W_5215EB06.VIS.bin_01_01_  ,    1.984 ,  -0.0213 ,   0.0036 ,    18.85
C_20240709_150457_W_5215EB88.VIS.bin_01_01_  ,    1.996 ,  -0.0224 ,   0.0073 ,    28.10
C_20240709_152535_W_5215EC02.VIS.bin_01_01_  ,    1.996 ,  -0.0213 ,   0.0080 ,    31.37
C_20240709_152535_W_5215EC02.VIS.bin_02_01_  ,    1.966 ,  -0.0165 ,  -0.0001 ,    18.21
C_20240709_154321_W_5215EC82.VIS.bin_01_01_  ,    1.983 ,  -0.0218 ,   0.0063 ,    19.76
C_20240709_154321_W_5215EC82.VIS.bin_02_01_  ,    1.983 ,  -0.0260 ,   0.0017 ,    12.17
C_20240709_160107_W_5215ED04.VIS.bin_01_01_  ,    1.984 ,  -0.0210 ,   0.0087 ,    25.86
C_20240709_161853_W_5215ED80.VIS.bin_01_01_  ,    1.986 ,  -0.0191 ,   0.0055 ,    25.14
C_20240709_163931_W_5215EE02.VIS.bin_01_01_  ,    1.974 ,  -0.0196 ,   0.0074 ,    19.99
C_20240709_163931_W_5215EE02.VIS.bin_02_01_  ,    1.984 ,  -0.0241 ,   0.0053 ,    15.92
C_20240709_165717_W_5215EE82.VIS.bin_01_01_  ,    1.975 ,  -0.0197 ,   0.0050 ,    17.24
C_20240709_165717_W_5215EE82.VIS.bin_02_01_  ,    1.961 ,  -0.0269 ,   0.0024 ,     3.67
C_20240709_171503_W_5215EF06.VIS.bin_01_01_  ,    1.978 ,  -0.0220 ,   0.0051 ,    15.51
C_20240709_173249_W_5215EF80.VIS.bin_01_01_  ,    1.968 ,  -0.0193 ,   0.0058 ,    15.12
C_20240709_175328_W_5215F002.VIS.bin_01_01_  ,    1.974 ,  -0.0209 ,   0.0060 ,    16.00
C_20240709_175328_W_5215F002.VIS.bin_02_01_  ,    1.983 ,  -0.0297 ,   0.0036 ,     8.88
C_20240709_181114_W_5215F082.VIS.bin_01_01_  ,    1.989 ,  -0.0183 ,   0.0064 ,    29.76
C_20240709_181114_W_5215F082.VIS.bin_02_01_  ,    1.977 ,  -0.0203 ,   0.0008 ,    17.11
C_20240709_182900_W_5215F104.VIS.bin_01_01_  ,    4.096 ,  -0.2972 ,   0.1043 , 12749.61
C_20240709_184646_W_5215F188.VIS.bin_01_01_  ,    1.977 ,  -0.0192 ,   0.0063 ,    20.54
C_20240709_190725_W_5215F202.VIS.bin_01_01_  ,    1.994 ,  -0.0211 ,   0.0050 ,    26.17
C_20240709_190725_W_5215F202.VIS.bin_02_01_  ,    1.970 ,  -0.0150 ,   0.0053 ,    22.87
C_20240709_192511_W_5215F282.VIS.bin_01_01_  ,    1.981 ,  -0.0190 ,   0.0045 ,    21.39
C_20240709_192511_W_5215F282.VIS.bin_02_01_  ,    1.971 ,  -0.0200 ,  -0.0001 ,    15.31
C_20240709_194257_W_5215F306.VIS.bin_01_01_  ,    1.983 ,  -0.0205 ,   0.0068 ,    22.53
C_20240709_200043_W_5215F380.VIS.bin_01_01_  ,    2.019 ,  -0.0245 ,  -0.0057 ,    50.21
C_20240709_202125_W_5215F402.VIS.bin_01_01_  ,    1.971 ,  -0.0233 ,   0.0061 ,    11.81
C_20240709_202125_W_5215F402.VIS.bin_02_01_  ,    1.948 ,  -0.0198 ,   0.0043 ,     5.56
C_20240709_203911_W_5215F482.VIS.bin_01_01_  ,    1.967 ,  -0.0200 ,   0.0040 ,    12.23
C_20240709_203911_W_5215F482.VIS.bin_02_01_  ,    1.952 ,  -0.0178 ,  -0.0010 ,    11.17
C_20240709_205657_W_5215F504.VIS.bin_01_01_  ,    1.976 ,  -0.0217 ,   0.0044 ,    14.40
C_20240709_211443_W_5215F580.VIS.bin_01_01_  ,    1.984 ,  -0.0218 ,   0.0074 ,    22.01
C_20240709_213521_W_5215F602.VIS.bin_01_01_  ,    1.990 ,  -0.0205 ,   0.0043 ,    24.15
C_20240709_213521_W_5215F602.VIS.bin_02_01_  ,    1.995 ,  -0.0251 ,   0.0014 ,    19.61
C_20240709_215307_W_5215F682.VIS.bin_01_01_  ,    1.982 ,  -0.0198 ,   0.0037 ,    20.19
C_20240709_215307_W_5215F682.VIS.bin_02_01_  ,    1.979 ,  -0.0275 ,   0.0027 ,     8.88
C_20240709_221053_W_5215F706.VIS.bin_01_01_  ,    1.992 ,  -0.0255 ,   0.0022 ,    17.10
C_20240709_222839_W_5215F788.VIS.bin_01_01_  ,    1.976 ,  -0.0213 ,   0.0068 ,    17.53
C_20240709_224917_W_5215F802.VIS.bin_01_01_  ,    1.987 ,  -0.0221 ,   0.0083 ,    24.98
C_20240709_224917_W_5215F802.VIS.bin_02_01_  ,    1.961 ,  -0.0201 ,   0.0001 ,    10.56
C_20240709_230703_W_5215F882.VIS.bin_01_01_  ,    1.993 ,  -0.0221 ,   0.0049 ,    23.67
C_20240709_230703_W_5215F882.VIS.bin_02_01_  ,    1.994 ,  -0.0322 ,   0.0040 ,    11.62
C_20240709_232449_W_5215F904.VIS.bin_01_01_  ,    1.979 ,  -0.0244 ,   0.0049 ,    12.80
C_20240709_234235_W_5215F980.VIS.bin_01_01_  ,    1.983 ,  -0.0210 ,   0.0025 ,    18.63
C_20240710_000315_W_5215FA02.VIS.bin_01_01_  ,    1.983 ,  -0.0249 ,   0.0068 ,    16.31
C_20240710_000315_W_5215FA02.VIS.bin_02_01_  ,    1.969 ,  -0.0260 ,   0.0044 ,     7.00
C_20240710_002101_W_5215FA82.VIS.bin_01_01_  ,    1.976 ,  -0.0209 ,   0.0056 ,    16.54
C_20240710_002101_W_5215FA82.VIS.bin_02_01_  ,    1.957 ,  -0.0213 ,   0.0005 ,     7.44
C_20240710_003847_W_5215FB06.VIS.bin_01_01_  ,    1.982 ,  -0.0195 ,   0.0091 ,    28.13
C_20240710_005633_W_5215FB88.VIS.bin_01_01_  ,    1.978 ,  -0.0234 ,   0.0072 ,    16.38
C_20240710_011712_W_5215FC02.VIS.bin_01_01_  ,    1.999 ,  -0.0244 ,   0.0048 ,    23.56
C_20240710_011712_W_5215FC02.VIS.bin_02_01_  ,    1.964 ,  -0.0203 ,   0.0048 ,    11.04
C_20240710_013458_W_5215FC82.VIS.bin_01_01_  ,    1.986 ,  -0.0187 ,   0.0070 ,    27.87
C_20240710_013458_W_5215FC82.VIS.bin_02_01_  ,    1.986 ,  -0.0340 ,  -0.0051 ,    19.15
C_20240710_015244_W_5215FD04.VIS.bin_01_01_  ,    1.994 ,  -0.0232 ,   0.0060 ,    23.58
C_20240710_021030_W_5215FD80.VIS.bin_01_01_  ,    1.976 ,  -0.0226 ,   0.0048 ,    13.50
C_20240710_023109_W_5215FE02.VIS.bin_01_01_  ,    1.972 ,  -0.0184 ,   0.0045 ,    17.32
C_20240710_023109_W_5215FE02.VIS.bin_02_01_  ,    1.967 ,  -0.0184 ,  -0.0032 ,    20.79
C_20240710_024855_W_5215FE82.VIS.bin_01_01_  ,    1.968 ,  -0.0169 ,   0.0034 ,    17.17
C_20240710_024855_W_5215FE82.VIS.bin_02_01_  ,    1.975 ,  -0.0169 ,  -0.0003 ,    22.74
C_20240710_030641_W_5215FF06.VIS.bin_01_01_  ,    1.986 ,  -0.0255 ,   0.0059 ,    15.83
C_20240710_032427_W_5215FF88.VIS.bin_01_01_  ,    1.984 ,  -0.0207 ,   0.0053 ,    20.91
C_20240710_034459_W_52160002.VIS.bin_01_01_  ,    1.965 ,  -0.0217 ,   0.0050 ,     9.97
C_20240710_034459_W_52160002.VIS.bin_02_01_  ,    1.965 ,  -0.0198 ,   0.0007 ,    12.08
C_20240710_040245_W_52160082.VIS.bin_01_01_  ,    1.976 ,  -0.0210 ,   0.0051 ,    15.91
C_20240710_040245_W_52160082.VIS.bin_02_01_  ,    1.961 ,  -0.0169 ,  -0.0020 ,    17.78
C_20240710_042031_W_52160104.VIS.bin_01_01_  ,    1.975 ,  -0.0238 ,   0.0053 ,    12.06
C_20240710_043817_W_52160180.VIS.bin_01_01_  ,    1.976 ,  -0.0203 ,   0.0059 ,    17.76
C_20240710_045849_W_52160202.VIS.bin_01_01_  ,    1.983 ,  -0.0212 ,   0.0087 ,    24.98
C_20240710_045849_W_52160202.VIS.bin_02_01_  ,    1.993 ,  -0.0313 ,   0.0004 ,    12.56
C_20240710_051635_W_52160282.VIS.bin_01_01_  ,    1.985 ,  -0.0257 ,   0.0062 ,    15.48
C_20240710_051635_W_52160282.VIS.bin_02_01_  ,    1.978 ,  -0.0193 ,   0.0020 ,    18.65
C_20240710_053421_W_52160306.VIS.bin_01_01_  ,    1.977 ,  -0.0217 ,   0.0078 ,    19.19
C_20240710_055207_W_52160380.VIS.bin_01_01_  ,    1.976 ,  -0.0210 ,   0.0063 ,    17.24
C_20240710_061240_W_52160402.VIS.bin_01_01_  ,    1.986 ,  -0.0232 ,   0.0070 ,    20.37
C_20240710_061240_W_52160402.VIS.bin_02_01_  ,    1.995 ,  -0.0180 ,   0.0058 ,    33.90
C_20240710_063026_W_52160482.VIS.bin_01_01_  ,    1.990 ,  -0.0168 ,   0.0055 ,    32.53
C_20240710_063026_W_52160482.VIS.bin_02_01_  ,    1.954 ,  -0.0176 ,   0.0025 ,     9.58
C_20240710_064812_W_52160504.VIS.bin_01_01_  ,    1.983 ,  -0.0224 ,   0.0077 ,    21.12
C_20240710_070558_W_52160588.VIS.bin_01_01_  ,    1.997 ,  -0.0212 ,   0.0075 ,    31.30
C_20240710_072632_W_52160602.VIS.bin_01_01_  ,    1.982 ,  -0.0203 ,   0.0072 ,    22.92
C_20240710_072632_W_52160602.VIS.bin_02_01_  ,    1.964 ,  -0.0211 ,   0.0053 ,    10.52
C_20240710_074418_W_52160682.VIS.bin_01_01_  ,    2.003 ,  -0.0233 ,   0.0031 ,    27.29
C_20240710_074418_W_52160682.VIS.bin_02_01_  ,    1.943 ,  -0.0177 ,  -0.0022 ,    10.23
C_20240710_080204_W_52160706.VIS.bin_01_01_  ,    1.998 ,  -0.0225 ,   0.0034 ,    25.41
C_20240710_081950_W_52160780.VIS.bin_01_01_  ,    1.987 ,  -0.0223 ,   0.0046 ,    19.51
C_20240710_084021_W_52160802.VIS.bin_01_01_  ,    1.990 ,  -0.0232 ,   0.0066 ,    22.00
C_20240710_084021_W_52160802.VIS.bin_02_01_  ,    1.975 ,  -0.0257 ,  -0.0018 ,    12.75
C_20240710_085807_W_52160882.VIS.bin_01_01_  ,    1.991 ,  -0.0225 ,   0.0070 ,    24.30
C_20240710_085807_W_52160882.VIS.bin_02_01_  ,    1.995 ,  -0.0185 ,   0.0084 ,    37.08
C_20240710_091553_W_52160904.VIS.bin_01_01_  ,    1.968 ,  -0.0188 ,   0.0051 ,    15.13
C_20240710_093339_W_52160980.VIS.bin_01_01_  ,    1.991 ,  -0.0223 ,   0.0058 ,    22.98
C_20240710_095409_W_52160A02.VIS.bin_01_01_  ,    1.979 ,  -0.0166 ,   0.0057 ,    25.69
C_20240710_095409_W_52160A02.VIS.bin_02_01_  ,    1.970 ,  -0.0208 ,   0.0031 ,    12.26
C_20240710_101155_W_52160A82.VIS.bin_01_01_  ,    2.009 ,  -0.0355 ,   0.0139 ,    39.01
C_20240710_101155_W_52160A82.VIS.bin_02_01_  ,    1.969 ,  -0.0260 ,   0.0036 ,     6.62
C_20240710_102941_W_52160B06.VIS.bin_01_01_  ,    1.972 ,  -0.0194 ,   0.0080 ,    20.38
C_20240710_104727_W_52160B88.VIS.bin_01_01_  ,    1.972 ,  -0.0200 ,   0.0065 ,    16.95
C_20240710_110801_W_52160C02.VIS.bin_01_01_  ,    2.002 ,  -0.0218 ,   0.0042 ,    29.79
C_20240710_110801_W_52160C02.VIS.bin_02_01_  ,    1.972 ,  -0.0162 ,   0.0045 ,    21.13
C_20240710_112547_W_52160C82.VIS.bin_01_01_  ,    1.980 ,  -0.0170 ,   0.0040 ,    24.19
C_20240710_112547_W_52160C82.VIS.bin_02_01_  ,    1.993 ,  -0.0375 ,   0.0028 ,     8.98
C_20240710_114333_W_52160D04.VIS.bin_01_01_  ,    1.974 ,  -0.0170 ,   0.0041 ,    20.60
C_20240710_120119_W_52160D80.VIS.bin_01_01_  ,    1.973 ,  -0.0192 ,   0.0074 ,    20.08
C_20240710_122149_W_52160E02.VIS.bin_01_01_  ,    1.981 ,  -0.0192 ,   0.0091 ,    28.05
C_20240710_122149_W_52160E02.VIS.bin_02_01_  ,    2.002 ,  -0.0330 ,   0.0043 ,    14.66
C_20240710_123935_W_52160E82.VIS.bin_01_01_  ,    1.999 ,  -0.0216 ,   0.0096 ,    36.50
C_20240710_123935_W_52160E82.VIS.bin_02_01_  ,    2.092 ,  -0.0543 ,  -0.0046 ,    64.20
C_20240710_125721_W_52160F06.VIS.bin_01_01_  ,    1.977 ,  -0.0185 ,   0.0051 ,    20.38
C_20240710_131507_W_52160F88.VIS.bin_01_01_  ,    1.974 ,  -0.0175 ,   0.0063 ,    21.74
C_20240710_133540_W_52161002.VIS.bin_01_01_  ,    1.988 ,  -0.0229 ,   0.0074 ,    22.59
C_20240710_133540_W_52161002.VIS.bin_02_01_  ,    1.975 ,  -0.0189 ,   0.0005 ,    18.48
C_20240710_135326_W_52161082.VIS.bin_01_01_  ,    1.978 ,  -0.0185 ,   0.0084 ,    25.93
C_20240710_135326_W_52161082.VIS.bin_02_01_  ,    2.027 ,  -0.0390 ,   0.0070 ,    25.61
C_20240710_141112_W_52161104.VIS.bin_01_01_  ,    1.975 ,  -0.0191 ,   0.0045 ,    17.81
C_20240710_142858_W_52161180.VIS.bin_01_01_  ,    1.991 ,  -0.0282 ,   0.0057 ,    15.02
C_20240710_144928_W_52161202.VIS.bin_01_01_  ,    1.971 ,  -0.0205 ,   0.0069 ,    16.36
C_20240710_144928_W_52161202.VIS.bin_02_01_  ,    1.982 ,  -0.0321 ,   0.0052 ,     8.25
C_20240710_150714_W_52161282.VIS.bin_01_01_  ,    1.996 ,  -0.0220 ,   0.0102 ,    35.35
C_20240710_150714_W_52161282.VIS.bin_02_01_  ,    1.967 ,  -0.0207 ,   0.0042 ,    11.42
C_20240710_152500_W_52161306.VIS.bin_01_01_  ,    1.986 ,  -0.0223 ,   0.0046 ,    18.94
C_20240710_154246_W_52161388.VIS.bin_01_01_  ,    1.979 ,  -0.0187 ,   0.0088 ,    27.05
C_20240710_160316_W_52161402.VIS.bin_01_01_  ,    1.976 ,  -0.0173 ,   0.0054 ,    22.21
C_20240710_160316_W_52161402.VIS.bin_02_01_  ,    1.978 ,  -0.0204 ,   0.0008 ,    17.49
C_20240710_162102_W_52161482.VIS.bin_01_01_  ,    1.971 ,  -0.0170 ,   0.0052 ,    19.68
C_20240710_162102_W_52161482.VIS.bin_02_01_  ,    1.944 ,  -0.0161 ,   0.0010 ,     8.34
C_20240710_163848_W_52161504.VIS.bin_01_01_  ,    1.964 ,  -0.0164 ,   0.0032 ,    15.87
C_20240710_165634_W_52161580.VIS.bin_01_01_  ,    1.968 ,  -0.0176 ,   0.0064 ,    18.45
C_20240710_171708_W_52161602.VIS.bin_01_01_  ,    1.990 ,  -0.0252 ,   0.0092 ,    24.21
C_20240710_171708_W_52161602.VIS.bin_02_01_  ,    2.085 ,  -0.0644 ,  -0.0369 ,   344.65
C_20240710_173454_W_52161682.VIS.bin_01_01_  ,    1.986 ,  -0.0192 ,   0.0037 ,    23.70
C_20240710_173454_W_52161682.VIS.bin_02_01_  ,    1.934 ,  -0.0190 ,   0.0011 ,     2.89
C_20240710_175240_W_52161706.VIS.bin_01_01_  ,    1.980 ,  -0.0215 ,   0.0053 ,    17.44
C_20240710_181026_W_52161780.VIS.bin_01_01_  ,    1.991 ,  -0.0225 ,   0.0056 ,    22.43
C_20240710_183058_W_52161802.VIS.bin_01_01_  ,    1.988 ,  -0.0187 ,   0.0059 ,    27.65
C_20240710_183058_W_52161802.VIS.bin_02_01_  ,    1.961 ,  -0.0231 ,  -0.0012 ,     9.08
C_20240710_184844_W_52161882.VIS.bin_01_01_  ,    1.988 ,  -0.0223 ,   0.0049 ,    20.31
C_20240710_184844_W_52161882.VIS.bin_02_01_  ,    1.949 ,  -0.0173 ,   0.0004 ,     9.09
C_20240710_190630_W_52161904.VIS.bin_01_01_  ,    1.977 ,  -0.0209 ,   0.0045 ,    16.10
C_20240710_192416_W_52161988.VIS.bin_01_01_  ,    2.005 ,  -0.0247 ,   0.0064 ,    28.69
C_20240710_194446_W_52161A02.VIS.bin_01_01_  ,    1.992 ,  -0.0228 ,   0.0072 ,    24.75
C_20240710_194446_W_52161A02.VIS.bin_02_01_  ,    1.961 ,  -0.0182 ,   0.0061 ,    13.82
C_20240710_200232_W_52161A82.VIS.bin_01_01_  ,    2.002 ,  -0.0261 ,   0.0083 ,    27.80
C_20240710_200232_W_52161A82.VIS.bin_02_01_  ,    1.974 ,  -0.0251 ,   0.0036 ,     9.20
C_20240710_202018_W_52161B06.VIS.bin_01_01_  ,    1.986 ,  -0.0235 ,   0.0053 ,    17.77
C_20240710_203804_W_52161B80.VIS.bin_01_01_  ,    1.971 ,  -0.0202 ,   0.0060 ,    15.52
C_20240710_205835_W_52161C02.VIS.bin_01_01_  ,    1.975 ,  -0.0183 ,   0.0062 ,    20.79
